region,department,fedecode,l_2013,pop_2011,nshn,age_shn,_m_lic_shn,sub_ter,_m_mho_sub,ndip,age_dip,_m_mho_dip,nent,_m_mho_ent,nequ,_m_mho_equ,l_2013_n,nshn_n,sub_ter_n,ndip_n,nent_n,nequ_n,fedenom,_m_mho_fed,depnom,regnom
21,52,105,376,182085,1,17,"matched (3)",24100,"matched (3)",4,21,"matched (3)",91,"matched (3)",1255,"matched (3)",2064.97,5.49194,132355.8,21.96776,499.7666,6892.385,"BASKET","matched (3)","Haute-Marne","Champagne"
21,52,106,264,182085,0,,"master only (1)",1440,"matched (3)",4,21,"matched (3)",91,"matched (3)",1255,"matched (3)",1449.872,0,7908.395,21.96776,499.7666,6892.385,"BOXE","matched (3)","Haute-Marne","Champagne"
21,52,107,43,182085,0,,"master only (1)",0,"master only (1)",4,21,"matched (3)",91,"matched (3)",1255,"matched (3)",236.1534,0,0,21.96776,499.7666,6892.385,"CANOË","matched (3)","Haute-Marne","Champagne"
21,52,108,378,182085,1,19,"matched (3)",5900,"matched (3)",4,21,"matched (3)",91,"matched (3)",1255,"matched (3)",2075.954,5.49194,32402.45,21.96776,499.7666,6892.385,"CYCLISME","matched (3)","Haute-Marne","Champagne"
21,52,109,2117,182085,0,,"master only (1)",1000,"matched (3)",4,21,"matched (3)",91,"matched (3)",1255,"matched (3)",11626.44,0,5491.94,21.96776,499.7666,6892.385,"EQUITATION","matched (3)","Haute-Marne","Champagne"
21,52,110,176,182085,0,,"master only (1)",11925,"matched (3)",4,21,"matched (3)",91,"matched (3)",1255,"matched (3)",966.5815,0,65491.39,21.96776,499.7666,6892.385,"ESCRIME","matched (3)","Haute-Marne","Champagne"
21,52,111,7417,182085,0,,"master only (1)",27865,"matched (3)",4,21,"matched (3)",91,"matched (3)",1255,"matched (3)",40733.72,0,153032.9,21.96776,499.7666,6892.385,"FOOTBALL","matched (3)","Haute-Marne","Champagne"
21,52,113,1003,182085,0,,"master only (1)",22880,"matched (3)",4,21,"matched (3)",91,"matched (3)",1255,"matched (3)",5508.417,0,125655.6,21.96776,499.7666,6892.385,"GYMNASTIQUE","matched (3)","Haute-Marne","Champagne"
21,52,114,264,182085,2,20.5,"matched (3)",4400,"matched (3)",4,21,"matched (3)",91,"matched (3)",1255,"matched (3)",1449.872,10.98388,24164.54,21.96776,499.7666,6892.385,"HALTEROPHILIE","matched (3)","Haute-Marne","Champagne"
21,52,115,1018,182085,1,17,"matched (3)",13125,"matched (3)",4,21,"matched (3)",91,"matched (3)",1255,"matched (3)",5590.795,5.49194,72081.72,21.96776,499.7666,6892.385,"HANDBALL","matched (3)","Haute-Marne","Champagne"
21,52,117,1897,182085,7,21.57143,"matched (3)",29665,"matched (3)",4,21,"matched (3)",91,"matched (3)",1255,"matched (3)",10418.21,38.44358,162918.4,21.96776,499.7666,6892.385,"JUDO","matched (3)","Haute-Marne","Champagne"
21,52,118,1,182085,0,,"master only (1)",0,"master only (1)",4,21,"matched (3)",91,"matched (3)",1255,"matched (3)",5.49194,0,0,21.96776,499.7666,6892.385,"LUTTE","matched (3)","Haute-Marne","Champagne"
21,52,119,482,182085,0,,"master only (1)",12500,"matched (3)",4,21,"matched (3)",91,"matched (3)",1255,"matched (3)",2647.115,0,68649.26,21.96776,499.7666,6892.385,"NATATION","matched (3)","Haute-Marne","Champagne"
21,52,121,20,182085,0,,"master only (1)",0,"master only (1)",4,21,"matched (3)",91,"matched (3)",1255,"matched (3)",109.8388,0,0,21.96776,499.7666,6892.385,"SKI","matched (3)","Haute-Marne","Champagne"
21,52,122,22,182085,0,,"master only (1)",0,"master only (1)",4,21,"matched (3)",91,"matched (3)",1255,"matched (3)",120.8227,0,0,21.96776,499.7666,6892.385,"TAEKWONDO","matched (3)","Haute-Marne","Champagne"
21,52,123,2669,182085,1,14,"matched (3)",53635,"matched (3)",4,21,"matched (3)",91,"matched (3)",1255,"matched (3)",14657.99,5.49194,294560.2,21.96776,499.7666,6892.385,"TENNIS","matched (3)","Haute-Marne","Champagne"
21,52,124,374,182085,1,15,"matched (3)",1250,"matched (3)",4,21,"matched (3)",91,"matched (3)",1255,"matched (3)",2053.986,5.49194,6864.926,21.96776,499.7666,6892.385,"TENNIS DE TABLE","matched (3)","Haute-Marne","Champagne"
21,52,125,476,182085,0,,"master only (1)",0,"master only (1)",4,21,"matched (3)",91,"matched (3)",1255,"matched (3)",2614.164,0,0,21.96776,499.7666,6892.385,"TIR","matched (3)","Haute-Marne","Champagne"
21,52,126,226,182085,0,,"master only (1)",5075,"matched (3)",4,21,"matched (3)",91,"matched (3)",1255,"matched (3)",1241.179,0,27871.6,21.96776,499.7666,6892.385,"TIR A L'ARC","matched (3)","Haute-Marne","Champagne"
21,52,127,214,182085,0,,"master only (1)",3850,"matched (3)",4,21,"matched (3)",91,"matched (3)",1255,"matched (3)",1175.275,0,21143.97,21.96776,499.7666,6892.385,"TRIATHLON","matched (3)","Haute-Marne","Champagne"
21,52,128,349,182085,0,,"master only (1)",0,"master only (1)",4,21,"matched (3)",91,"matched (3)",1255,"matched (3)",1916.687,0,0,21.96776,499.7666,6892.385,"VOILE","matched (3)","Haute-Marne","Champagne"
21,52,129,269,182085,1,29,"matched (3)",8100,"matched (3)",4,21,"matched (3)",91,"matched (3)",1255,"matched (3)",1477.332,5.49194,44484.72,21.96776,499.7666,6892.385,"VOLLEY","matched (3)","Haute-Marne","Champagne"
21,52,131,1,182085,0,,"master only (1)",0,"master only (1)",4,21,"matched (3)",91,"matched (3)",1255,"matched (3)",5.49194,0,0,21.96776,499.7666,6892.385,"HOCKEY SUR GLACE","matched (3)","Haute-Marne","Champagne"
21,52,201,79,182085,0,,"master only (1)",0,"master only (1)",4,21,"matched (3)",91,"matched (3)",1255,"matched (3)",433.8633,0,0,21.96776,499.7666,6892.385,"AEROMODELISME","matched (3)","Haute-Marne","Champagne"
21,52,202,119,182085,0,,"master only (1)",2500,"matched (3)",4,21,"matched (3)",91,"matched (3)",1255,"matched (3)",653.541,0,13729.85,21.96776,499.7666,6892.385,"AERONAUTIQUE","matched (3)","Haute-Marne","Champagne"
21,52,204,3,182085,0,,"master only (1)",0,"master only (1)",4,21,"matched (3)",91,"matched (3)",1255,"matched (3)",16.47582,0,0,21.96776,499.7666,6892.385,"AIKIDO AIKIBUDO","matched (3)","Haute-Marne","Champagne"
21,52,205,201,182085,0,,"master only (1)",6200,"matched (3)",4,21,"matched (3)",91,"matched (3)",1255,"matched (3)",1103.88,0,34050.03,21.96776,499.7666,6892.385,"AIKIDO BUDO","matched (3)","Haute-Marne","Champagne"
21,52,206,106,182085,0,,"master only (1)",0,"master only (1)",4,21,"matched (3)",91,"matched (3)",1255,"matched (3)",582.1457,0,0,21.96776,499.7666,6892.385,"AUTOMOBILE","matched (3)","Haute-Marne","Champagne"
21,52,209,65,182085,0,,"master only (1)",0,"master only (1)",4,21,"matched (3)",91,"matched (3)",1255,"matched (3)",356.9761,0,0,21.96776,499.7666,6892.385,"BALL","matched (3)","Haute-Marne","Champagne"
21,52,210,44,182085,0,,"master only (1)",0,"master only (1)",4,21,"matched (3)",91,"matched (3)",1255,"matched (3)",241.6454,0,0,21.96776,499.7666,6892.385,"BILLARD","matched (3)","Haute-Marne","Champagne"
21,52,211,12,182085,0,,"master only (1)",0,"master only (1)",4,21,"matched (3)",91,"matched (3)",1255,"matched (3)",65.90329,0,0,21.96776,499.7666,6892.385,"SPORT BOULES","matched (3)","Haute-Marne","Champagne"
21,52,212,2,182085,0,,"master only (1)",0,"master only (1)",4,21,"matched (3)",91,"matched (3)",1255,"matched (3)",10.98388,0,0,21.96776,499.7666,6892.385,"SAVATE BOXE FRANCAISE","matched (3)","Haute-Marne","Champagne"
21,52,213,53,182085,0,,"master only (1)",0,"master only (1)",4,21,"matched (3)",91,"matched (3)",1255,"matched (3)",291.0728,0,0,21.96776,499.7666,6892.385,"BOWLING ET SPORTS DE QUILLES","matched (3)","Haute-Marne","Champagne"
21,52,217,22,182085,0,,"master only (1)",0,"master only (1)",4,21,"matched (3)",91,"matched (3)",1255,"matched (3)",120.8227,0,0,21.96776,499.7666,6892.385,"COURSE D'ORIENTATION","matched (3)","Haute-Marne","Champagne"
21,52,218,499,182085,0,,"master only (1)",2500,"matched (3)",4,21,"matched (3)",91,"matched (3)",1255,"matched (3)",2740.478,0,13729.85,21.96776,499.7666,6892.385,"CYCLOTOURISME","matched (3)","Haute-Marne","Champagne"
21,52,219,2,182085,0,,"master only (1)",0,"master only (1)",4,21,"matched (3)",91,"matched (3)",1255,"matched (3)",10.98388,0,0,21.96776,499.7666,6892.385,"DANSE","matched (3)","Haute-Marne","Champagne"
21,52,221,312,182085,0,,"master only (1)",3850,"matched (3)",4,21,"matched (3)",91,"matched (3)",1255,"matched (3)",1713.485,0,21143.97,21.96776,499.7666,6892.385,"ETUDES et SPORTS SOUS","matched (3)","Haute-Marne","Champagne"
21,52,222,2,182085,0,,"master only (1)",0,"master only (1)",4,21,"matched (3)",91,"matched (3)",1255,"matched (3)",10.98388,0,0,21.96776,499.7666,6892.385,"FOOTBALL AMERICAIN","matched (3)","Haute-Marne","Champagne"
21,52,229,293,182085,0,,"master only (1)",0,"master only (1)",4,21,"matched (3)",91,"matched (3)",1255,"matched (3)",1609.139,0,0,21.96776,499.7666,6892.385,"KARATE","matched (3)","Haute-Marne","Champagne"
21,52,232,157,182085,0,,"master only (1)",12045,"matched (3)",4,21,"matched (3)",91,"matched (3)",1255,"matched (3)",862.2347,0,66150.42,21.96776,499.7666,6892.385,"MONTAGNE ESCALADE","matched (3)","Haute-Marne","Champagne"
21,52,233,253,182085,1,16,"matched (3)",5400,"matched (3)",4,21,"matched (3)",91,"matched (3)",1255,"matched (3)",1389.461,5.49194,29656.48,21.96776,499.7666,6892.385,"MOTOCYCLISME","matched (3)","Haute-Marne","Champagne"
21,52,237,20,182085,0,,"master only (1)",0,"master only (1)",4,21,"matched (3)",91,"matched (3)",1255,"matched (3)",109.8388,0,0,21.96776,499.7666,6892.385,"PARACHUTISME","matched (3)","Haute-Marne","Champagne"
21,52,238,38,182085,0,,"master only (1)",0,"master only (1)",4,21,"matched (3)",91,"matched (3)",1255,"matched (3)",208.6937,0,0,21.96776,499.7666,6892.385,"PECHE AU COUP","matched (3)","Haute-Marne","Champagne"
21,52,239,1,182085,0,,"master only (1)",0,"master only (1)",4,21,"matched (3)",91,"matched (3)",1255,"matched (3)",5.49194,0,0,21.96776,499.7666,6892.385,"PECHEURS EN MER","matched (3)","Haute-Marne","Champagne"
21,52,242,306,182085,0,,"master only (1)",0,"master only (1)",4,21,"matched (3)",91,"matched (3)",1255,"matched (3)",1680.534,0,0,21.96776,499.7666,6892.385,"PETANQUE ET JEU PROVENCAL","matched (3)","Haute-Marne","Champagne"
21,52,243,45,182085,0,,"master only (1)",0,"master only (1)",4,21,"matched (3)",91,"matched (3)",1255,"matched (3)",247.1373,0,0,21.96776,499.7666,6892.385,"PLANEUR ULM","matched (3)","Haute-Marne","Champagne"
21,52,245,511,182085,0,,"master only (1)",0,"master only (1)",4,21,"matched (3)",91,"matched (3)",1255,"matched (3)",2806.382,0,0,21.96776,499.7666,6892.385,"RANDONNEE PEDESTRE","matched (3)","Haute-Marne","Champagne"
21,52,246,6,182085,0,,"master only (1)",0,"master only (1)",4,21,"matched (3)",91,"matched (3)",1255,"matched (3)",32.95164,0,0,21.96776,499.7666,6892.385,"ROLLER SPORTS","matched (3)","Haute-Marne","Champagne"
21,52,248,1,182085,0,,"master only (1)",0,"master only (1)",4,21,"matched (3)",91,"matched (3)",1255,"matched (3)",5.49194,0,0,21.96776,499.7666,6892.385,"RUGBY A XIII","matched (3)","Haute-Marne","Champagne"
21,52,249,14,182085,0,,"master only (1)",0,"master only (1)",4,21,"matched (3)",91,"matched (3)",1255,"matched (3)",76.88717,0,0,21.96776,499.7666,6892.385,"SAUVETAGE ET SECOURISME","matched (3)","Haute-Marne","Champagne"
21,52,250,76,182085,2,22,"matched (3)",2300,"matched (3)",4,21,"matched (3)",91,"matched (3)",1255,"matched (3)",417.3875,10.98388,12631.46,21.96776,499.7666,6892.385,"SKI  NAUTIQUE WAKEBOARD","matched (3)","Haute-Marne","Champagne"
21,52,254,184,182085,0,,"master only (1)",0,"master only (1)",4,21,"matched (3)",91,"matched (3)",1255,"matched (3)",1010.517,0,0,21.96776,499.7666,6892.385,"TAICHICHUAN ET CHI GONG (Non agréée)","matched (3)","Haute-Marne","Champagne"
21,52,256,63,182085,0,,"master only (1)",0,"master only (1)",4,21,"matched (3)",91,"matched (3)",1255,"matched (3)",345.9922,0,0,21.96776,499.7666,6892.385,"TWIRLING BATON","matched (3)","Haute-Marne","Champagne"
21,52,257,26,182085,0,,"master only (1)",1500,"matched (3)",4,21,"matched (3)",91,"matched (3)",1255,"matched (3)",142.7905,0,8237.911,21.96776,499.7666,6892.385,"VOL A VOILE","matched (3)","Haute-Marne","Champagne"
21,52,258,46,182085,0,,"master only (1)",0,"master only (1)",4,21,"matched (3)",91,"matched (3)",1255,"matched (3)",252.6293,0,0,21.96776,499.7666,6892.385,"VOL LIBRE","matched (3)","Haute-Marne","Champagne"
21,52,261,95,182085,0,,"master only (1)",0,"master only (1)",4,21,"matched (3)",91,"matched (3)",1255,"matched (3)",521.7344,0,0,21.96776,499.7666,6892.385,"SPORTS DE CONTACT","matched (3)","Haute-Marne","Champagne"
21,52,262,19,182085,0,,"master only (1)",0,"master only (1)",4,21,"matched (3)",91,"matched (3)",1255,"matched (3)",104.3469,0,0,21.96776,499.7666,6892.385,"DOUBLE DUTCH","matched (3)","Haute-Marne","Champagne"
21,52,401,59,182085,0,,"master only (1)",0,"master only (1)",4,21,"matched (3)",91,"matched (3)",1255,"matched (3)",324.0245,0,0,21.96776,499.7666,6892.385,"C.A.F.","matched (3)","Haute-Marne","Champagne"
21,52,402,1625,182085,0,,"master only (1)",2825,"matched (3)",4,21,"matched (3)",91,"matched (3)",1255,"matched (3)",8924.403,0,15514.73,21.96776,499.7666,6892.385,"E.P.G.V.","matched (3)","Haute-Marne","Champagne"
21,52,403,195,182085,0,,"master only (1)",0,"master only (1)",4,21,"matched (3)",91,"matched (3)",1255,"matched (3)",1070.928,0,0,21.96776,499.7666,6892.385,"E.P.M.M.","matched (3)","Haute-Marne","Champagne"
21,52,404,2,182085,0,,"master only (1)",0,"master only (1)",4,21,"matched (3)",91,"matched (3)",1255,"matched (3)",10.98388,0,0,21.96776,499.7666,6892.385,"RETRAITE SPORTIVE","matched (3)","Haute-Marne","Champagne"
21,52,405,17,182085,0,,"master only (1)",0,"master only (1)",4,21,"matched (3)",91,"matched (3)",1255,"matched (3)",93.36299,0,0,21.96776,499.7666,6892.385,"SPORT TRAVAILLISTE","matched (3)","Haute-Marne","Champagne"
21,52,406,1023,182085,0,,"master only (1)",0,"master only (1)",4,21,"matched (3)",91,"matched (3)",1255,"matched (3)",5618.255,0,0,21.96776,499.7666,6892.385,"DEFENSE","matched (3)","Haute-Marne","Champagne"
21,52,407,5,182085,0,,"master only (1)",0,"master only (1)",4,21,"matched (3)",91,"matched (3)",1255,"matched (3)",27.4597,0,0,21.96776,499.7666,6892.385,"MILIEU RURAL","matched (3)","Haute-Marne","Champagne"
21,52,408,239,182085,0,,"master only (1)",0,"master only (1)",4,21,"matched (3)",91,"matched (3)",1255,"matched (3)",1312.574,0,0,21.96776,499.7666,6892.385,"F.S.C.F.","matched (3)","Haute-Marne","Champagne"
21,52,410,53,182085,0,,"master only (1)",18910,"matched (3)",4,21,"matched (3)",91,"matched (3)",1255,"matched (3)",291.0728,0,103852.6,21.96776,499.7666,6892.385,"F.S.G.T.","matched (3)","Haute-Marne","Champagne"
21,52,411,37,182085,0,,"master only (1)",0,"master only (1)",4,21,"matched (3)",91,"matched (3)",1255,"matched (3)",203.2018,0,0,21.96776,499.7666,6892.385,"POLICE","matched (3)","Haute-Marne","Champagne"
21,52,413,1085,182085,0,,"master only (1)",6000,"matched (3)",4,21,"matched (3)",91,"matched (3)",1255,"matched (3)",5958.755,0,32951.64,21.96776,499.7666,6892.385,"UFOLEP","matched (3)","Haute-Marne","Champagne"
21,52,415,1,182085,0,,"master only (1)",0,"master only (1)",4,21,"matched (3)",91,"matched (3)",1255,"matched (3)",5.49194,0,0,21.96776,499.7666,6892.385,"FONCT. PUBLIQUE (FF OPEN JS)","matched (3)","Haute-Marne","Champagne"
21,52,417,704,182085,0,,"master only (1)",0,"master only (1)",4,21,"matched (3)",91,"matched (3)",1255,"matched (3)",3866.326,0,0,21.96776,499.7666,6892.385,"LEO LAGRANGE","matched (3)","Haute-Marne","Champagne"
21,52,420,1608,182085,0,,"master only (1)",0,"master only (1)",4,21,"matched (3)",91,"matched (3)",1255,"matched (3)",8831.04,0,0,21.96776,499.7666,6892.385,"FEDERATION SPORTIVE DES ASPTT","matched (3)","Haute-Marne","Champagne"
21,52,501,107,182085,0,,"master only (1)",20000,"matched (3)",4,21,"matched (3)",91,"matched (3)",1255,"matched (3)",587.6376,0,109838.8,21.96776,499.7666,6892.385,"HANDISPORT","matched (3)","Haute-Marne","Champagne"
21,52,503,183,182085,0,,"master only (1)",0,"master only (1)",4,21,"matched (3)",91,"matched (3)",1255,"matched (3)",1005.025,0,0,21.96776,499.7666,6892.385,"SPORT ADAPTE","matched (3)","Haute-Marne","Champagne"
21,52,601,36,182085,0,,"master only (1)",0,"master only (1)",4,21,"matched (3)",91,"matched (3)",1255,"matched (3)",197.7099,0,0,21.96776,499.7666,6892.385,"F.F. SPORT U","matched (3)","Haute-Marne","Champagne"
21,52,603,10,182085,0,,"master only (1)",0,"master only (1)",4,21,"matched (3)",91,"matched (3)",1255,"matched (3)",54.91941,0,0,21.96776,499.7666,6892.385,"U.N.C.U.","matched (3)","Haute-Marne","Champagne"
21,52,604,3495,182085,0,,"master only (1)",7550,"matched (3)",4,21,"matched (3)",91,"matched (3)",1255,"matched (3)",19194.33,0,41464.15,21.96776,499.7666,6892.385,"U.N.S.S.","matched (3)","Haute-Marne","Champagne"
22,2,101,2012,539245,1,20,"matched (3)",35500,"matched (3)",2,24,"matched (3)",333,"matched (3)",3237,"matched (3)",3731.143,1.854445,65832.78,3.708889,617.5301,6002.837,"ATHLETISME","matched (3)","Aisne","Picardie"
22,2,102,548,539245,3,24.66667,"matched (3)",28200,"matched (3)",2,24,"matched (3)",333,"matched (3)",3237,"matched (3)",1016.236,5.563334,52295.34,3.708889,617.5301,6002.837,"AVIRON","matched (3)","Aisne","Picardie"
22,2,103,620,539245,0,,"master only (1)",4300,"matched (3)",2,24,"matched (3)",333,"matched (3)",3237,"matched (3)",1149.756,0,7974.112,3.708889,617.5301,6002.837,"BADMINTON","matched (3)","Aisne","Picardie"
22,2,105,2570,539245,6,19.5,"matched (3)",51800,"matched (3)",2,24,"matched (3)",333,"matched (3)",3237,"matched (3)",4765.923,11.12667,96060.23,3.708889,617.5301,6002.837,"BASKET","matched (3)","Aisne","Picardie"
22,2,106,580,539245,1,23,"matched (3)",2300,"matched (3)",2,24,"matched (3)",333,"matched (3)",3237,"matched (3)",1075.578,1.854445,4265.223,3.708889,617.5301,6002.837,"BOXE","matched (3)","Aisne","Picardie"
22,2,107,532,539245,1,18,"matched (3)",35200,"matched (3)",2,24,"matched (3)",333,"matched (3)",3237,"matched (3)",986.5646,1.854445,65276.45,3.708889,617.5301,6002.837,"CANOË","matched (3)","Aisne","Picardie"
22,2,108,830,539245,5,19.8,"matched (3)",12000,"matched (3)",2,24,"matched (3)",333,"matched (3)",3237,"matched (3)",1539.189,9.272223,22253.34,3.708889,617.5301,6002.837,"CYCLISME","matched (3)","Aisne","Picardie"
22,2,109,6829,539245,1,30,"matched (3)",5000,"matched (3)",2,24,"matched (3)",333,"matched (3)",3237,"matched (3)",12664,1.854445,9272.224,3.708889,617.5301,6002.837,"EQUITATION","matched (3)","Aisne","Picardie"
22,2,110,229,539245,0,,"master only (1)",19000,"matched (3)",2,24,"matched (3)",333,"matched (3)",3237,"matched (3)",424.6678,0,35234.45,3.708889,617.5301,6002.837,"ESCRIME","matched (3)","Aisne","Picardie"
22,2,111,19195,539245,4,16.5,"matched (3)",58800,"matched (3)",2,24,"matched (3)",333,"matched (3)",3237,"matched (3)",35596.07,7.417778,109041.3,3.708889,617.5301,6002.837,"FOOTBALL","matched (3)","Aisne","Picardie"
22,2,112,10,539245,0,,"master only (1)",0,"master only (1)",2,24,"matched (3)",333,"matched (3)",3237,"matched (3)",18.54445,0,0,3.708889,617.5301,6002.837,"SPORTS DE GLACE","matched (3)","Aisne","Picardie"
22,2,113,2498,539245,1,19,"matched (3)",46833,"matched (3)",2,24,"matched (3)",333,"matched (3)",3237,"matched (3)",4632.403,1.854445,86849.2,3.708889,617.5301,6002.837,"GYMNASTIQUE","matched (3)","Aisne","Picardie"
22,2,114,571,539245,2,28,"matched (3)",18400,"matched (3)",2,24,"matched (3)",333,"matched (3)",3237,"matched (3)",1058.888,3.708889,34121.78,3.708889,617.5301,6002.837,"HALTEROPHILIE","matched (3)","Aisne","Picardie"
22,2,115,2971,539245,3,18.33333,"matched (3)",12137,"matched (3)",2,24,"matched (3)",333,"matched (3)",3237,"matched (3)",5509.555,5.563334,22507.39,3.708889,617.5301,6002.837,"HANDBALL","matched (3)","Aisne","Picardie"
22,2,116,1,539245,0,,"master only (1)",0,"master only (1)",2,24,"matched (3)",333,"matched (3)",3237,"matched (3)",1.854445,0,0,3.708889,617.5301,6002.837,"HOCKEY/GAZON","matched (3)","Aisne","Picardie"
22,2,117,5472,539245,4,19,"matched (3)",25100,"matched (3)",2,24,"matched (3)",333,"matched (3)",3237,"matched (3)",10147.52,7.417778,46546.56,3.708889,617.5301,6002.837,"JUDO","matched (3)","Aisne","Picardie"
22,2,118,279,539245,6,27.5,"matched (3)",9750,"matched (3)",2,24,"matched (3)",333,"matched (3)",3237,"matched (3)",517.3901,11.12667,18080.84,3.708889,617.5301,6002.837,"LUTTE","matched (3)","Aisne","Picardie"
22,2,119,2130,539245,1,17,"matched (3)",47500,"matched (3)",2,24,"matched (3)",333,"matched (3)",3237,"matched (3)",3949.967,1.854445,88086.12,3.708889,617.5301,6002.837,"NATATION","matched (3)","Aisne","Picardie"
22,2,121,28,539245,0,,"master only (1)",0,"master only (1)",2,24,"matched (3)",333,"matched (3)",3237,"matched (3)",51.92445,0,0,3.708889,617.5301,6002.837,"SKI","matched (3)","Aisne","Picardie"
22,2,122,111,539245,0,,"master only (1)",0,"master only (1)",2,24,"matched (3)",333,"matched (3)",3237,"matched (3)",205.8434,0,0,3.708889,617.5301,6002.837,"TAEKWONDO","matched (3)","Aisne","Picardie"
22,2,123,5333,539245,1,15,"matched (3)",56000,"matched (3)",2,24,"matched (3)",333,"matched (3)",3237,"matched (3)",9889.753,1.854445,103848.9,3.708889,617.5301,6002.837,"TENNIS","matched (3)","Aisne","Picardie"
22,2,124,1279,539245,3,19.66667,"matched (3)",30500,"matched (3)",2,24,"matched (3)",333,"matched (3)",3237,"matched (3)",2371.835,5.563334,56560.56,3.708889,617.5301,6002.837,"TENNIS DE TABLE","matched (3)","Aisne","Picardie"
22,2,125,1341,539245,1,31,"matched (3)",4400,"matched (3)",2,24,"matched (3)",333,"matched (3)",3237,"matched (3)",2486.81,1.854445,8159.557,3.708889,617.5301,6002.837,"TIR","matched (3)","Aisne","Picardie"
22,2,126,1069,539245,3,18.66667,"matched (3)",7300,"matched (3)",2,24,"matched (3)",333,"matched (3)",3237,"matched (3)",1982.401,5.563334,13537.45,3.708889,617.5301,6002.837,"TIR A L'ARC","matched (3)","Aisne","Picardie"
22,2,127,152,539245,0,,"master only (1)",13000,"matched (3)",2,24,"matched (3)",333,"matched (3)",3237,"matched (3)",281.8756,0,24107.78,3.708889,617.5301,6002.837,"TRIATHLON","matched (3)","Aisne","Picardie"
22,2,128,617,539245,0,,"master only (1)",6000,"matched (3)",2,24,"matched (3)",333,"matched (3)",3237,"matched (3)",1144.192,0,11126.67,3.708889,617.5301,6002.837,"VOILE","matched (3)","Aisne","Picardie"
22,2,129,686,539245,0,,"master only (1)",36750,"matched (3)",2,24,"matched (3)",333,"matched (3)",3237,"matched (3)",1272.149,0,68150.84,3.708889,617.5301,6002.837,"VOLLEY","matched (3)","Aisne","Picardie"
22,2,131,48,539245,0,,"master only (1)",0,"master only (1)",2,24,"matched (3)",333,"matched (3)",3237,"matched (3)",89.01334,0,0,3.708889,617.5301,6002.837,"HOCKEY SUR GLACE","matched (3)","Aisne","Picardie"
22,2,201,227,539245,0,,"master only (1)",0,"master only (1)",2,24,"matched (3)",333,"matched (3)",3237,"matched (3)",420.9589,0,0,3.708889,617.5301,6002.837,"AEROMODELISME","matched (3)","Aisne","Picardie"
22,2,202,250,539245,0,,"master only (1)",0,"master only (1)",2,24,"matched (3)",333,"matched (3)",3237,"matched (3)",463.6111,0,0,3.708889,617.5301,6002.837,"AERONAUTIQUE","matched (3)","Aisne","Picardie"
22,2,204,105,539245,0,,"master only (1)",0,"master only (1)",2,24,"matched (3)",333,"matched (3)",3237,"matched (3)",194.7167,0,0,3.708889,617.5301,6002.837,"AIKIDO AIKIBUDO","matched (3)","Aisne","Picardie"
22,2,205,72,539245,0,,"master only (1)",0,"master only (1)",2,24,"matched (3)",333,"matched (3)",3237,"matched (3)",133.52,0,0,3.708889,617.5301,6002.837,"AIKIDO BUDO","matched (3)","Aisne","Picardie"
22,2,206,267,539245,0,,"master only (1)",3000,"matched (3)",2,24,"matched (3)",333,"matched (3)",3237,"matched (3)",495.1367,0,5563.334,3.708889,617.5301,6002.837,"AUTOMOBILE","matched (3)","Aisne","Picardie"
22,2,209,242,539245,0,,"master only (1)",0,"master only (1)",2,24,"matched (3)",333,"matched (3)",3237,"matched (3)",448.7756,0,0,3.708889,617.5301,6002.837,"BALL","matched (3)","Aisne","Picardie"
22,2,210,334,539245,0,,"master only (1)",6500,"matched (3)",2,24,"matched (3)",333,"matched (3)",3237,"matched (3)",619.3845,0,12053.89,3.708889,617.5301,6002.837,"BILLARD","matched (3)","Aisne","Picardie"
22,2,211,298,539245,0,,"master only (1)",0,"master only (1)",2,24,"matched (3)",333,"matched (3)",3237,"matched (3)",552.6245,0,0,3.708889,617.5301,6002.837,"SPORT BOULES","matched (3)","Aisne","Picardie"
22,2,212,48,539245,0,,"master only (1)",0,"master only (1)",2,24,"matched (3)",333,"matched (3)",3237,"matched (3)",89.01334,0,0,3.708889,617.5301,6002.837,"SAVATE BOXE FRANCAISE","matched (3)","Aisne","Picardie"
22,2,213,50,539245,0,,"master only (1)",0,"master only (1)",2,24,"matched (3)",333,"matched (3)",3237,"matched (3)",92.72223,0,0,3.708889,617.5301,6002.837,"BOWLING ET SPORTS DE QUILLES","matched (3)","Aisne","Picardie"
22,2,217,39,539245,0,,"master only (1)",5500,"matched (3)",2,24,"matched (3)",333,"matched (3)",3237,"matched (3)",72.32334,0,10199.45,3.708889,617.5301,6002.837,"COURSE D'ORIENTATION","matched (3)","Aisne","Picardie"
22,2,218,481,539245,0,,"master only (1)",1500,"matched (3)",2,24,"matched (3)",333,"matched (3)",3237,"matched (3)",891.9879,0,2781.667,3.708889,617.5301,6002.837,"CYCLOTOURISME","matched (3)","Aisne","Picardie"
22,2,219,797,539245,0,,"master only (1)",1500,"matched (3)",2,24,"matched (3)",333,"matched (3)",3237,"matched (3)",1477.992,0,2781.667,3.708889,617.5301,6002.837,"DANSE","matched (3)","Aisne","Picardie"
22,2,221,679,539245,0,,"master only (1)",1500,"matched (3)",2,24,"matched (3)",333,"matched (3)",3237,"matched (3)",1259.168,0,2781.667,3.708889,617.5301,6002.837,"ETUDES et SPORTS SOUS","matched (3)","Aisne","Picardie"
